"filename", "language", "TypeScript", "HTML", "SCSS", "CSS", "comment", "blank", "total"
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-autoactions\manager-autoactions.component.ts", "TypeScript", 360, 0, 0, 0, 20, 35, 415
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-dropdown\edit-dropdown.modal.ts", "TypeScript", 82, 0, 0, 0, 2, 6, 90
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-dropdown\manager-dropdown.component.html", "HTML", 0, 368, 0, 0, 0, 1, 369
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-dropdown\manager-dropdown.component.scss", "SCSS", 0, 0, 0, 0, 0, 1, 1
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-dropdown\manager-dropdown.component.ts", "TypeScript", 120, 0, 0, 0, 9, 8, 137
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-owners\manager-owners-modal\manager-owners-modal.component.html", "HTML", 0, 447, 0, 0, 18, 1, 466
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-owners\manager-owners-modal\manager-owners-modal.component.ts", "TypeScript", 502, 0, 0, 0, 2, 32, 536
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-owners\manager-owners.component.html", "HTML", 0, 215, 0, 0, 0, 1, 216
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-owners\manager-owners.component.scss", "SCSS", 0, 0, 0, 0, 0, 1, 1
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-owners\manager-owners.component.ts", "TypeScript", 178, 0, 0, 0, 6, 8, 192
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-parameter\add-parameter.modal.ts", "TypeScript", 105, 0, 0, 0, 2, 7, 114
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-parameter\edit-parameter.modal.ts", "TypeScript", 105, 0, 0, 0, 2, 7, 114
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-parameter\manager-parameter.component.html", "HTML", 0, 36, 0, 0, 0, 1, 37
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-parameter\manager-parameter.component.scss", "SCSS", 0, 0, 4, 0, 0, 1, 5
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-parameter\manager-parameter.component.ts", "TypeScript", 92, 0, 0, 0, 67, 7, 166
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-reject-criteria\manager-reject-criteria.component.html", "HTML", 0, 184, 0, 0, 0, 1, 185
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-reject-criteria\manager-reject-criteria.component.scss", "SCSS", 0, 0, 0, 0, 0, 1, 1
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-reject-criteria\manager-reject-criteria.component.ts", "TypeScript", 207, 0, 0, 0, 10, 13, 230
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-reject-criteria\reject-criteria-modal.component.ts", "TypeScript", 145, 0, 0, 0, 2, 8, 155
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-role-action\manager-role-action.component.html", "HTML", 0, 228, 0, 0, 0, 1, 229
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-role-action\manager-role-action.component.scss", "SCSS", 0, 0, 0, 0, 0, 1, 1
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-role-action\manager-role-action.component.ts", "TypeScript", 299, 0, 0, 0, 12, 25, 336
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-role\manager-role-modal.component.ts", "TypeScript", 152, 0, 0, 0, 3, 9, 164
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-role\manager-role.component.html", "HTML", 0, 184, 0, 0, 0, 1, 185
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-role\manager-role.component.scss", "SCSS", 0, 0, 0, 0, 0, 1, 1
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-role\manager-role.component.ts", "TypeScript", 138, 0, 0, 0, 66, 15, 219
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-routing.module.ts", "TypeScript", 93, 0, 0, 0, 0, 3, 96
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-setting\add-setting.modal.ts", "TypeScript", 105, 0, 0, 0, 2, 7, 114
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-setting\edit-setting.modal.ts", "TypeScript", 105, 0, 0, 0, 2, 7, 114
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-setting\manager-setting.component.html", "HTML", 0, 56, 0, 0, 0, 1, 57
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-setting\manager-setting.component.scss", "SCSS", 0, 0, 4, 0, 0, 1, 5
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-setting\manager-setting.component.ts", "TypeScript", 155, 0, 0, 0, 72, 9, 236
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-user-group\add-user-group\add-user-group.component.html", "HTML", 0, 61, 0, 0, 0, 1, 62
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-user-group\add-user-group\add-user-group.component.ts", "TypeScript", 39, 0, 0, 0, 1, 5, 45
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-user-group\edit-user-group\edit-user-group.component.html", "HTML", 0, 61, 0, 0, 0, 1, 62
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-user-group\edit-user-group\edit-user-group.component.ts", "TypeScript", 46, 0, 0, 0, 1, 5, 52
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-user-group\manager-user-group.component.html", "HTML", 0, 61, 0, 0, 0, 1, 62
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-user-group\manager-user-group.component.scss", "SCSS", 0, 0, 0, 0, 0, 1, 1
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager-user-group\manager-user-group.component.ts", "TypeScript", 104, 0, 0, 0, 2, 6, 112
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager.component.html", "HTML", 0, 3, 0, 0, 0, 1, 4
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager.component.ts", "TypeScript", 10, 0, 0, 0, 2, 2, 14
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\manager\manager.module.ts", "TypeScript", 90, 0, 0, 0, 4, 2, 96
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\recurrence\action\recurrence.action.html", "HTML", 0, 215, 0, 0, 0, 1, 216
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\recurrence\action\recurrence.action.scss", "SCSS", 0, 0, 0, 0, 0, 1, 1
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\recurrence\action\recurrence.action.ts", "TypeScript", 364, 0, 0, 0, 8, 20, 392
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\recurrence\recurrence-routing.module.ts", "TypeScript", 17, 0, 0, 0, 0, 3, 20
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\recurrence\recurrence.module.ts", "TypeScript", 40, 0, 0, 0, 4, 2, 46
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\register\register.component.html", "HTML", 0, 65, 0, 0, 0, 1, 66
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\register\register.component.ts", "TypeScript", 8, 0, 0, 0, 0, 2, 10
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\request\modals\auth.component.ts", "TypeScript", 138, 0, 0, 0, 4, 8, 150
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\request\modals\change-owner.component.ts", "TypeScript", 113, 0, 0, 0, 7, 7, 127
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\request\modals\member.component.ts", "TypeScript", 246, 0, 0, 0, 6, 8, 260
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\request\modals\merge.component.ts", "TypeScript", 273, 0, 0, 0, 101, 14, 388
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\request\modals\owners.component.ts", "TypeScript", 205, 0, 0, 0, 4, 14, 223
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\request\request-create.component.html", "HTML", 0, 57, 0, 0, 2, 1, 60
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\request\request-create.component.ts", "TypeScript", 224, 0, 0, 0, 16, 23, 263
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\request\request-detail.component.html", "HTML", 0, 470, 0, 0, 22, 1, 493
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\request\request-detail.component.ts", "TypeScript", 783, 0, 0, 0, 30, 58, 871
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\request\request-my.component-backup.html", "HTML", 0, 121, 0, 0, 83, 1, 205
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\request\request-my.component.html", "HTML", 0, 128, 0, 0, 122, 1, 251
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\request\request-my.component.ts", "TypeScript", 272, 0, 0, 0, 6, 20, 298
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\request\request-routing.module.ts", "TypeScript", 50, 0, 0, 0, 0, 3, 53
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\request\request.component-backup.html", "HTML", 0, 160, 0, 0, 36, 1, 197
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\request\request.component.html", "HTML", 0, 126, 0, 0, 80, 1, 207
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\request\request.component.ts", "TypeScript", 246, 0, 0, 0, 6, 19, 271
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\request\request.module.ts", "TypeScript", 59, 0, 0, 0, 4, 2, 65
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\submit\lot\submit.disposition.html", "HTML", 0, 231, 0, 0, 7, 1, 239
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\submit\lot\submit.disposition.scss", "SCSS", 0, 0, 0, 0, 0, 1, 1
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\submit\lot\submit.disposition.ts", "TypeScript", 229, 0, 0, 0, 48, 16, 293
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\submit\material\submit.disposition.html", "HTML", 0, 196, 0, 0, 7, 1, 204
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\submit\material\submit.disposition.scss", "SCSS", 0, 0, 0, 0, 0, 1, 1
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\submit\material\submit.disposition.ts", "TypeScript", 177, 0, 0, 0, 43, 14, 234
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\submit\submit-routing.module.ts", "TypeScript", 25, 0, 0, 0, 0, 3, 28
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\pages\submit\submit.module.ts", "TypeScript", 38, 0, 0, 0, 4, 2, 44
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\services\admin-guard.service.ts", "TypeScript", 16, 0, 0, 0, 0, 2, 18
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\services\ajax.service.ts", "TypeScript", 542, 0, 0, 0, 0, 139, 681
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\services\auth-guard.service.ts", "TypeScript", 16, 0, 0, 0, 0, 2, 18
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\services\auth.service.ts", "TypeScript", 106, 0, 0, 0, 8, 16, 130
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\services\auto-action.service.ts", "TypeScript", 62, 0, 0, 0, 0, 12, 74
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\services\base.service.ts", "TypeScript", 84, 0, 0, 0, 4, 11, 99
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\services\dev-guard.service.ts", "TypeScript", 16, 0, 0, 0, 0, 2, 18
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\services\dropdown.service.ts", "TypeScript", 168, 0, 0, 0, 0, 17, 185
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\services\flow.service.ts", "TypeScript", 14, 0, 0, 0, 0, 2, 16
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\services\index.ts", "TypeScript", 14, 0, 0, 0, 0, 1, 15
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\services\log.service.ts", "TypeScript", 44, 0, 0, 0, 0, 5, 49
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\services\maintain-guard.service.ts", "TypeScript", 18, 0, 0, 0, 0, 2, 20
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\services\manage-guard.service.ts", "TypeScript", 16, 0, 0, 0, 0, 2, 18
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\services\message.service.ts", "TypeScript", 74, 0, 0, 0, 1, 12, 87
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\services\mock.service.ts", "TypeScript", 71, 0, 0, 0, 7, 9, 87
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\services\parameter.service.ts", "TypeScript", 33, 0, 0, 0, 0, 8, 41
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\services\pending-guard.service.ts", "TypeScript", 26, 0, 0, 0, 1, 3, 30
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\services\reject-name.service.ts", "TypeScript", 42, 0, 0, 0, 0, 6, 48
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\services\role-action.service.ts", "TypeScript", 48, 0, 0, 0, 0, 7, 55
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\services\role.service.ts", "TypeScript", 38, 0, 0, 0, 0, 5, 43
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\services\sse.service.ts", "TypeScript", 9, 0, 0, 0, 4, 2, 15
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\store\actions\follow-up.action.ts", "TypeScript", 3, 0, 0, 0, 0, 2, 5
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\store\actions\histories.action.ts", "TypeScript", 3, 0, 0, 0, 0, 2, 5
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\store\actions\index.ts", "TypeScript", 11, 0, 0, 0, 0, 1, 12
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\store\actions\load.actions.ts", "TypeScript", 4, 0, 0, 0, 0, 2, 6
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\store\actions\parameters.action.ts", "TypeScript", 3, 0, 0, 0, 0, 2, 5
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\store\actions\props.actions.ts", "TypeScript", 3, 0, 0, 0, 0, 2, 5
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\store\actions\reports.action.ts", "TypeScript", 4, 0, 0, 0, 0, 2, 6
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\store\actions\request.actions.ts", "TypeScript", 3, 0, 0, 0, 0, 2, 5
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\store\actions\score-old.action.ts", "TypeScript", 3, 0, 0, 0, 0, 2, 5
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\store\actions\score.action.ts", "TypeScript", 3, 0, 0, 0, 0, 2, 5
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\store\actions\status.action.ts", "TypeScript", 3, 0, 0, 0, 0, 2, 5
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\store\actions\user.actions.ts", "TypeScript", 3, 0, 0, 0, 0, 2, 5
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\store\reducers\follow-up.reducer.ts", "TypeScript", 8, 0, 0, 0, 0, 3, 11
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\store\reducers\histories.reducer.ts", "TypeScript", 8, 0, 0, 0, 0, 3, 11
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\store\reducers\index.ts", "TypeScript", 10, 0, 0, 0, 1, 1, 12
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\store\reducers\parameters.reducer.ts", "TypeScript", 8, 0, 0, 0, 0, 3, 11
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\store\reducers\props.reducer.ts", "TypeScript", 10, 0, 0, 0, 0, 3, 13
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\store\reducers\report.reducer.ts", "TypeScript", 58, 0, 0, 0, 0, 4, 62
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\store\reducers\request.reducer.ts", "TypeScript", 51, 0, 0, 0, 0, 3, 54
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\store\reducers\score-old.reducer.ts", "TypeScript", 7, 0, 0, 0, 0, 2, 9
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\store\reducers\score.reducer.ts", "TypeScript", 14, 0, 0, 0, 0, 3, 17
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\store\reducers\status.reducer.ts", "TypeScript", 12, 0, 0, 0, 0, 3, 15
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\store\reducers\user.reducer.ts", "TypeScript", 17, 0, 0, 0, 0, 3, 20
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\store\store.ts", "TypeScript", 67, 0, 0, 0, 0, 7, 74
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\utils\filter.ts", "TypeScript", 18, 0, 0, 0, 8, 3, 29
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\utils\index.ts", "TypeScript", 4, 0, 0, 0, 0, 1, 5
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\utils\modal.ts", "TypeScript", 132, 0, 0, 0, 0, 8, 140
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\utils\timing.ts", "TypeScript", 7, 0, 0, 0, 0, 1, 8
"c:\workspace\ATBKIT\NCRB\NCRB-APP\src\app\utils\xml.ts", "TypeScript", 27, 0, 0, 0, 2, 6, 35
"Total", "-", 26738, 13203, 27, 0, 2111, 1930, 44009
